UDI,Air_Temperature_K,Process_Temperature_K,Rotational_Speed_RPM,Torque_Nm,Tool_Wear_min,Pressure_bar,Vibration_mm_s,Machine_Failure,Failure_Type
745,297.21,311.48,1284.0,66.24,154,5.72,5.69,0,No Failure
746,303.55,316.15,1819.9,57.18,62,4.5,2.5,1,Power Failure
747,298.65,308.97,1760.4,54.02,20,3.44,0.95,1,Power Failure
748,300.16,314.32,1645.9,72.0,29,5.78,1.34,1,Power Failure
749,303.61,316.61,1467.6,66.87,54,6.59,3.28,0,No Failure
750,300.93,311.5,1645.0,72.2,120,5.23,1.25,0,No Failure
751,296.11,306.58,1323.3,63.37,202,7.22,7.64,1,Tool Wear Failure
752,303.93,318.48,1713.9,67.1,168,4.66,2.28,1,Power Failure
753,300.96,314.31,1912.4,70.1,189,4.23,6.73,1,Overstrain Failure
754,298.18,312.33,1767.7,69.76,84,5.42,2.84,1,Power Failure
755,296.32,310.72,1317.6,54.73,97,5.4,4.12,0,No Failure
756,302.54,315.4,1590.4,57.66,94,6.42,3.95,1,Power Failure
757,300.89,313.48,1176.7,65.01,46,4.57,1.69,0,No Failure
758,300.07,312.22,1643.1,64.03,15,7.14,4.16,1,Power Failure
759,303.49,315.08,1612.7,66.61,142,7.86,1.81,1,Power Failure
760,302.49,314.66,1100.0,61.61,237,5.45,0.51,1,Tool Wear Failure
761,296.44,310.31,1209.6,68.49,40,7.0,2.12,0,No Failure
762,297.96,310.97,1429.2,43.22,11,4.23,0.82,0,No Failure
763,297.36,311.82,1424.8,77.92,187,6.79,1.76,1,Power Failure
764,302.07,314.28,1197.6,62.92,61,6.76,2.43,0,No Failure
765,295.32,308.35,1597.2,60.61,199,6.54,1.12,1,Power Failure
766,300.41,313.57,1562.9,57.65,169,5.48,3.75,1,Power Failure
767,302.24,315.2,1451.4,74.43,227,2.0,1.8,1,Tool Wear Failure
768,303.33,316.84,1311.1,37.4,98,4.73,0.8,0,No Failure
769,298.25,309.44,1762.2,56.59,159,4.75,1.14,0,No Failure
770,302.8,315.36,1913.9,52.66,112,4.33,2.71,1,Power Failure
771,296.05,306.57,1379.1,59.88,151,5.65,2.05,0,No Failure
772,303.04,314.96,1347.0,82.32,108,5.0,3.11,1,Power Failure
773,296.21,308.65,1622.8,50.67,45,4.51,2.73,0,No Failure
774,298.77,312.04,1410.5,71.51,122,4.23,1.04,0,No Failure
775,302.57,317.33,1465.2,66.26,127,4.64,1.49,1,Power Failure
776,296.42,309.43,1684.9,70.92,195,6.85,4.57,1,Power Failure
777,297.18,310.9,1100.0,63.33,177,4.71,1.21,0,No Failure
778,301.86,314.39,1829.6,48.08,159,4.88,6.83,1,Power Failure
779,301.84,315.01,1518.2,72.6,27,4.95,0.64,1,Power Failure
780,301.09,311.45,1397.1,68.31,173,5.91,4.47,1,Power Failure
781,301.59,312.86,1477.7,47.0,120,6.05,2.3,0,No Failure
782,300.16,311.97,1490.6,56.79,215,2.0,1.05,1,Tool Wear Failure
783,297.39,309.75,1100.0,73.86,221,6.73,2.66,1,Tool Wear Failure
784,298.28,308.51,1873.7,62.9,13,7.22,1.25,1,Power Failure
785,296.73,307.43,1510.3,55.0,197,4.24,1.58,0,No Failure
786,303.63,315.01,1610.8,30.64,9,4.33,1.83,0,No Failure
787,300.54,315.4,1737.9,62.47,88,4.96,4.22,1,Power Failure
788,298.81,310.46,1244.7,54.9,130,4.59,1.47,0,No Failure
789,299.39,311.8,1618.4,39.46,36,5.77,2.97,0,No Failure
790,304.0,314.98,1433.1,35.01,179,3.16,4.34,0,No Failure
791,296.46,309.51,1711.7,65.91,2,4.16,2.6,1,Power Failure
792,300.57,311.97,1100.0,71.29,40,7.35,3.31,0,No Failure
793,299.81,310.84,1475.2,60.24,139,4.39,2.42,0,No Failure
794,300.81,313.39,1349.3,78.9,171,6.99,3.69,1,Power Failure
795,295.17,305.2,1608.1,66.21,220,5.93,0.78,1,Tool Wear Failure
796,303.29,313.32,1617.5,75.81,169,3.33,6.43,1,Power Failure
797,303.86,314.95,1323.1,51.61,161,6.26,1.39,0,No Failure
798,300.37,310.55,1322.0,65.22,95,5.36,2.32,1,Power Failure
799,301.62,312.16,1472.3,46.39,0,4.95,0.5,0,No Failure
800,303.76,315.46,1275.8,64.19,29,5.79,1.64,0,No Failure
801,301.72,315.73,1710.5,55.3,128,6.07,3.06,0,No Failure
802,296.45,309.31,1407.7,70.11,162,6.35,7.02,1,Power Failure
803,300.47,313.04,1100.0,70.46,100,6.91,3.81,0,No Failure
804,300.76,312.23,1406.3,70.11,175,5.99,1.75,1,Overstrain Failure
805,299.03,313.69,1240.4,74.23,125,3.85,0.58,1,Power Failure
806,302.0,313.98,1100.0,90.0,18,4.93,5.94,1,Power Failure
807,303.88,314.31,1190.6,65.03,46,9.03,1.68,0,No Failure
808,303.79,316.88,1527.4,52.04,202,6.37,3.06,1,Tool Wear Failure
809,299.28,309.85,1832.2,57.82,174,8.34,1.75,1,Power Failure
810,296.08,307.8,1578.3,52.41,215,7.17,3.34,1,Tool Wear Failure
811,304.36,316.89,1348.4,79.85,28,5.79,5.76,1,Power Failure
812,302.97,317.34,1614.0,56.89,238,5.86,4.19,1,Tool Wear Failure
813,296.18,308.65,1385.2,58.64,50,5.46,2.02,0,No Failure
814,303.75,317.26,1326.3,60.76,3,3.41,6.04,0,No Failure
815,303.26,318.23,1211.4,74.96,239,5.52,8.06,1,Tool Wear Failure
816,299.93,310.59,1100.0,68.42,67,6.95,4.95,0,No Failure
817,300.62,311.99,1402.5,57.53,160,4.78,1.8,0,No Failure
818,298.79,310.76,1539.5,77.86,42,5.99,4.47,1,Power Failure
819,295.52,307.63,1475.8,53.92,139,6.52,4.92,0,No Failure
820,298.18,310.24,1396.0,64.44,217,4.41,2.05,1,Tool Wear Failure
821,302.63,317.17,1263.6,73.25,77,4.96,8.06,0,No Failure
822,295.04,308.61,1652.1,42.65,161,4.28,5.59,0,No Failure
823,298.17,311.21,1170.7,73.39,45,4.51,2.13,0,No Failure
824,298.78,310.33,1694.0,47.57,150,3.95,1.8,0,No Failure
825,300.11,314.22,1249.4,75.24,81,4.42,4.84,0,No Failure
826,303.74,318.51,1311.9,56.14,51,7.2,9.5,0,No Failure
827,298.29,312.4,1133.3,76.26,75,4.4,0.83,1,Power Failure
828,298.3,308.3,1374.6,75.57,43,5.65,3.46,0,No Failure
829,302.01,315.19,1743.8,65.74,216,4.9,4.42,1,Tool Wear Failure
830,299.3,309.55,1628.9,61.94,95,6.91,5.73,1,Power Failure
831,297.13,308.42,1744.6,54.79,59,7.07,4.45,1,Power Failure
832,299.3,309.6,1630.5,53.63,108,6.54,1.7,1,Power Failure
833,296.34,309.36,1224.1,82.23,77,5.87,0.74,1,Power Failure
834,296.68,310.11,1417.3,56.66,179,5.22,1.96,0,No Failure
835,299.73,310.31,1305.0,55.53,233,4.07,4.34,1,Tool Wear Failure
836,298.98,310.9,1832.6,62.0,105,7.83,1.55,0,No Failure
837,303.69,315.97,1200.8,60.02,207,4.59,6.34,1,Tool Wear Failure
838,298.44,310.29,1723.4,48.03,136,6.3,2.26,0,No Failure
839,300.52,311.12,1723.2,43.1,38,6.77,1.47,0,No Failure
840,301.01,313.1,1957.4,48.02,166,4.83,3.74,1,Power Failure
841,295.12,308.88,1397.6,63.22,123,6.75,2.09,0,No Failure
842,301.3,311.66,1678.1,60.87,156,6.42,1.76,0,No Failure
843,296.69,307.09,2070.4,60.1,214,7.57,8.76,1,Tool Wear Failure
844,304.13,315.9,1345.6,70.36,106,4.94,1.54,0,No Failure
845,296.41,311.12,1116.2,67.77,216,3.96,1.9,1,Tool Wear Failure
846,298.94,312.28,1100.0,68.02,180,4.89,3.78,1,Overstrain Failure
847,295.81,309.2,1678.2,63.54,117,5.75,6.28,0,No Failure
848,304.47,316.28,1100.0,82.73,145,5.57,3.53,1,Power Failure
849,299.77,312.74,1406.9,65.12,78,5.03,2.71,1,Power Failure
850,300.66,310.71,1609.3,55.12,236,3.21,9.43,1,Tool Wear Failure
851,295.64,308.82,1546.3,51.15,160,6.06,1.83,0,No Failure
852,302.12,316.69,1606.4,45.42,11,7.87,1.84,0,No Failure
853,296.99,310.06,1555.6,67.55,78,6.06,1.56,1,Power Failure
854,303.53,317.9,1819.7,61.39,150,6.23,3.37,1,Power Failure
855,296.95,310.57,1261.9,72.54,14,6.19,1.19,1,Power Failure
856,296.81,307.41,1330.8,64.1,6,5.98,0.94,0,No Failure
857,295.35,309.86,1306.8,79.93,108,6.62,1.9,0,No Failure
858,299.48,309.82,1707.5,53.01,80,5.97,0.55,1,Power Failure
859,300.37,313.04,1725.1,67.05,105,5.12,3.06,1,Power Failure
860,295.62,306.33,1612.8,59.36,63,4.54,3.38,0,No Failure
861,302.37,312.43,1795.9,50.0,40,5.2,3.8,1,Power Failure
862,299.31,311.42,1205.5,73.82,165,5.88,4.61,1,Power Failure
863,299.98,311.46,1916.8,57.76,123,5.12,1.94,1,Power Failure
864,299.19,311.62,1880.8,57.95,48,5.88,5.79,1,Power Failure
865,298.81,311.69,1683.9,59.13,77,6.03,5.41,1,Power Failure
866,300.32,310.54,1945.4,52.71,142,6.5,1.05,1,Power Failure
867,296.47,307.09,1100.0,90.0,17,7.04,2.43,1,Power Failure
868,296.73,309.52,1368.9,76.46,35,5.59,0.5,1,Power Failure
869,303.19,314.9,1316.2,72.9,18,3.93,5.85,1,Power Failure
870,303.99,317.63,1680.4,59.51,195,5.09,4.55,1,Power Failure
871,298.55,311.81,1237.5,77.32,181,5.55,6.77,1,Overstrain Failure
872,297.57,311.8,1689.4,63.39,181,3.3,0.63,1,Power Failure
873,301.12,314.58,1842.6,55.41,172,7.17,3.6,1,Power Failure
874,298.88,311.03,1673.8,55.49,161,5.67,1.65,1,Power Failure
875,295.24,308.61,1570.9,59.77,114,5.96,0.5,1,Power Failure
876,296.48,307.86,1253.0,35.24,154,7.14,5.03,0,No Failure
877,301.8,313.33,1288.3,68.34,9,4.74,0.85,1,Power Failure
878,301.26,315.2,1812.4,50.87,149,6.19,3.27,0,No Failure
879,295.26,307.49,1694.8,74.03,187,5.37,1.64,1,Overstrain Failure
880,297.11,311.1,1490.2,62.39,120,5.28,2.87,1,Power Failure
881,297.2,311.31,1395.5,52.2,86,4.57,4.66,0,No Failure
882,301.38,315.67,1100.0,69.5,67,7.5,2.88,0,No Failure
883,295.19,309.77,1232.3,56.89,154,5.05,1.17,0,No Failure
884,295.99,308.14,1977.9,57.18,166,6.34,8.9,1,Power Failure
885,302.6,314.19,1179.9,71.31,209,3.25,1.97,1,Tool Wear Failure
886,296.7,309.61,1547.4,70.63,82,6.92,1.39,0,No Failure
887,301.2,313.06,1751.9,49.05,185,6.76,2.37,0,No Failure
888,297.26,310.27,1186.3,68.61,135,5.62,0.65,0,No Failure
889,295.94,309.47,1546.2,47.43,212,5.23,1.49,1,Tool Wear Failure
890,297.31,310.75,1734.5,64.33,127,5.98,2.06,0,No Failure
891,301.86,313.73,1503.1,67.13,124,8.25,3.05,1,Power Failure
892,303.13,313.96,2217.1,52.62,139,3.38,2.63,1,Power Failure
893,302.89,315.04,1100.0,70.02,180,6.44,3.6,1,Overstrain Failure
894,298.77,309.49,1764.7,60.85,232,4.41,2.44,1,Tool Wear Failure
895,301.35,315.8,1456.8,78.91,18,5.48,5.37,1,Power Failure
896,296.95,308.68,1693.0,55.29,13,5.2,4.05,1,Power Failure
897,297.78,308.56,1610.3,61.18,225,4.99,3.41,1,Tool Wear Failure
898,303.52,313.64,1316.7,54.8,127,5.49,5.97,0,No Failure
899,295.12,308.35,1557.2,52.17,148,4.14,5.97,0,No Failure
900,295.81,309.0,1100.0,70.98,116,6.74,2.77,0,No Failure
901,296.97,308.68,1650.8,70.02,22,3.35,1.89,1,Power Failure
902,295.25,305.61,1574.5,57.95,184,6.15,2.97,1,Power Failure
903,296.72,308.77,1659.7,56.45,179,5.11,2.29,0,No Failure
904,300.54,312.09,1764.5,52.64,75,4.09,1.83,0,No Failure
905,299.0,312.39,1591.9,54.81,73,5.74,2.88,1,Power Failure
906,303.48,316.51,1537.0,64.21,201,3.63,3.33,1,Tool Wear Failure
907,302.77,314.59,1279.7,51.43,17,5.55,3.92,0,No Failure
908,298.25,309.34,1321.9,78.37,211,3.79,6.62,1,Tool Wear Failure
909,297.46,312.4,1796.7,49.41,62,6.05,3.09,1,Power Failure
910,298.61,310.88,1859.1,62.04,142,4.39,2.49,1,Power Failure
911,300.61,314.05,1440.5,50.49,225,4.96,4.94,1,Tool Wear Failure
912,297.55,308.25,1511.5,68.46,163,5.85,1.28,1,Power Failure
913,300.93,313.36,1273.8,73.24,99,4.57,0.56,1,Power Failure
914,298.89,309.03,1793.2,59.98,165,5.43,3.56,1,Power Failure
915,300.24,312.77,1666.4,48.73,83,3.68,1.96,0,No Failure
916,299.14,313.96,1985.3,54.79,67,6.26,2.08,0,No Failure
917,297.8,309.72,1280.4,54.56,239,7.62,1.25,1,Overstrain Failure
918,304.01,314.21,1405.5,61.36,180,8.85,5.63,1,Power Failure
919,302.25,312.41,1557.9,71.14,155,5.61,0.58,0,No Failure
920,296.33,308.27,1661.6,66.73,85,6.45,3.82,0,No Failure
921,303.25,314.05,1446.1,63.23,12,3.36,2.51,0,No Failure
922,299.63,309.75,1281.8,56.62,7,7.3,6.89,0,No Failure
923,303.5,317.28,1720.4,64.05,133,6.43,4.96,1,Power Failure
924,302.6,314.89,1680.3,58.59,183,4.92,0.97,1,Power Failure
925,299.04,310.49,1270.9,43.38,129,6.98,4.06,0,No Failure
926,295.21,309.71,1838.9,63.05,202,5.19,3.49,1,Tool Wear Failure
927,297.55,308.13,1792.5,55.91,8,4.95,2.37,0,No Failure
928,300.15,314.93,1533.6,73.35,88,6.07,3.84,1,Power Failure
929,301.02,312.59,1519.9,50.65,57,4.22,1.49,0,No Failure
930,297.45,311.89,1638.5,27.46,107,6.73,2.7,0,No Failure
931,296.32,309.34,1284.6,69.1,17,4.23,2.55,1,Power Failure
932,302.93,317.07,1507.5,64.77,229,4.24,1.31,1,Tool Wear Failure
933,304.35,319.27,1100.0,53.09,54,4.41,1.96,0,No Failure
934,299.99,311.44,1719.1,47.83,221,6.41,1.71,1,Tool Wear Failure
935,296.63,311.44,1109.6,90.0,102,4.76,3.33,1,Power Failure
936,297.59,309.53,1875.9,51.43,237,3.88,5.85,1,Tool Wear Failure
937,295.17,307.1,1417.5,70.96,133,4.77,0.78,1,Power Failure
938,303.69,315.39,1447.1,56.55,223,5.46,3.4,1,Overstrain Failure
939,296.12,308.83,1343.1,44.24,1,4.08,1.66,0,No Failure
940,300.48,311.25,1428.0,61.74,180,4.12,4.75,1,Power Failure
941,297.6,310.37,1854.6,52.25,217,8.03,3.37,1,Tool Wear Failure
942,300.26,312.97,1100.0,66.0,34,4.47,0.6,0,No Failure
943,301.19,315.0,1819.2,54.47,23,5.11,2.88,1,Power Failure
944,302.88,317.05,1584.5,62.95,102,5.06,2.28,1,Power Failure
945,296.96,309.16,1198.2,66.53,224,4.99,0.86,1,Tool Wear Failure
946,295.1,306.62,1231.2,54.74,130,6.25,1.67,0,No Failure
947,296.3,307.6,1919.1,58.48,127,6.64,2.79,1,Power Failure
948,303.55,314.52,1263.6,47.23,34,5.13,1.71,0,No Failure
949,303.3,313.59,1211.7,47.26,0,4.02,5.12,0,No Failure
950,300.68,312.39,1784.3,63.71,194,7.03,2.26,1,Power Failure
951,300.7,312.06,1584.6,65.38,21,5.39,1.58,1,Power Failure
952,301.32,316.15,1265.5,66.12,152,7.58,2.9,0,No Failure
953,296.67,309.45,1554.2,46.96,220,2.81,3.18,1,Tool Wear Failure
954,303.69,315.42,1243.6,60.05,50,5.73,4.78,0,No Failure
955,298.98,311.88,1775.2,53.87,160,7.8,2.63,1,Power Failure
956,298.64,309.34,1765.3,40.73,19,5.08,3.09,0,No Failure
957,299.93,312.15,1633.0,51.95,145,5.23,3.99,0,No Failure
958,295.45,308.58,1590.4,66.71,39,5.85,1.31,0,No Failure
959,296.58,309.02,1940.3,67.47,177,4.83,4.58,1,Overstrain Failure
960,302.01,314.02,1499.9,57.81,72,5.13,0.89,0,No Failure
961,295.79,310.76,1204.5,75.47,111,5.09,2.76,1,Power Failure
962,300.73,315.13,1612.4,40.61,144,4.75,2.8,0,No Failure
963,297.33,310.45,2021.5,58.16,41,6.97,2.75,1,Power Failure
964,298.7,311.55,1246.3,59.03,178,6.05,0.81,0,No Failure
965,297.74,310.85,1409.6,66.88,73,5.8,0.5,1,Power Failure
966,298.38,309.39,1604.1,57.44,159,6.47,2.02,1,Power Failure
967,301.83,313.81,1486.5,75.47,38,5.18,3.26,1,Power Failure
968,297.82,308.02,1254.4,58.17,165,4.57,6.41,0,No Failure
969,300.38,312.76,1780.5,62.67,31,4.78,3.29,1,Power Failure
970,299.52,312.24,2080.0,47.6,102,5.5,0.87,1,Power Failure
971,301.3,312.44,1549.0,59.44,59,4.23,2.11,0,No Failure
972,303.9,318.72,1274.0,64.68,180,4.9,2.21,1,Overstrain Failure
973,301.96,316.51,1112.8,61.29,63,4.88,5.81,0,No Failure
974,297.04,310.65,1564.5,60.57,212,8.05,3.36,1,Tool Wear Failure
975,295.3,307.96,1776.0,55.85,214,2.17,1.01,1,Overstrain Failure
976,297.49,311.84,1618.8,62.04,47,5.28,1.6,1,Power Failure
977,300.65,311.31,1499.4,62.86,147,7.57,4.27,1,Power Failure
978,295.49,309.44,1352.7,72.93,21,5.65,2.93,1,Power Failure
979,299.72,310.34,1227.0,76.7,94,6.4,2.51,1,Power Failure
980,300.67,314.64,1708.7,47.32,171,5.62,2.1,0,No Failure
981,298.18,309.55,1728.4,66.12,158,4.7,4.2,1,Power Failure
982,302.32,316.71,1113.6,57.87,150,2.81,1.85,0,No Failure
983,296.01,310.73,1897.5,59.93,68,5.75,1.55,1,Power Failure
984,295.71,306.46,1643.5,65.33,91,4.57,4.71,1,Power Failure
985,301.92,314.23,1849.9,35.89,25,4.54,0.5,0,No Failure
986,299.71,314.61,1164.5,69.64,173,4.9,0.98,1,Overstrain Failure
987,301.54,313.96,1158.5,64.14,121,7.59,1.35,0,No Failure
988,299.13,313.45,1462.8,55.16,170,8.39,4.93,0,No Failure
989,297.34,310.28,1625.7,72.99,60,5.76,2.81,0,No Failure
990,302.78,314.66,1949.1,46.48,78,4.94,0.92,1,Power Failure
991,302.59,314.02,1676.5,50.41,80,4.09,0.85,0,No Failure
992,301.6,312.62,1439.3,63.97,6,6.06,5.02,1,Power Failure
993,297.59,311.39,1243.4,73.99,82,7.64,0.85,1,Power Failure
994,300.61,312.54,1807.5,54.43,193,5.2,1.49,0,No Failure
995,298.43,310.99,1258.8,78.49,215,2.65,1.8,1,Tool Wear Failure
996,295.87,308.33,1907.1,59.17,124,6.3,3.61,1,Power Failure
997,303.71,316.6,1428.9,41.64,109,6.68,1.68,0,No Failure
998,296.3,310.63,1897.6,48.75,7,3.6,0.73,0,No Failure
999,304.03,318.93,1669.7,52.99,211,5.71,3.83,1,Tool Wear Failure
1000,299.24,311.27,1465.8,67.48,3,6.04,3.77,0,No Failure
1001,296.76,310.9,1370.2,38.35,227,5.41,6.89,1,Tool Wear Failure
1002,300.15,313.97,1414.8,89.19,117,4.55,3.01,1,Power Failure
1003,303.29,316.16,1607.1,65.17,82,6.72,0.82,1,Power Failure
1004,301.96,316.74,1519.3,63.1,222,5.02,6.67,1,Tool Wear Failure
1005,302.66,313.66,1351.5,76.78,6,3.72,1.8,1,Power Failure
1006,301.26,311.8,1458.6,86.26,140,3.04,4.45,1,Power Failure
1007,301.58,315.85,1519.6,70.31,132,7.01,6.52,1,Power Failure
1008,303.07,315.26,1100.0,79.49,53,6.24,2.66,1,Power Failure
1009,297.37,311.61,1614.5,61.02,103,5.61,2.43,1,Power Failure
1010,299.65,314.11,1255.1,65.48,157,4.97,3.02,0,No Failure
1011,297.1,307.41,1211.7,63.01,175,4.87,3.43,0,No Failure
1012,304.38,318.8,1100.0,61.74,0,4.21,4.96,0,No Failure
1013,303.97,316.21,1100.0,63.13,225,4.98,2.17,1,Tool Wear Failure
1014,295.37,307.93,1161.1,55.27,39,2.96,2.57,0,No Failure
1015,301.7,314.84,1322.7,64.79,56,4.62,1.63,0,No Failure
1016,303.79,318.42,1988.3,35.39,63,5.13,1.63,0,No Failure
1017,296.72,306.81,1368.5,66.54,9,6.23,1.19,1,Power Failure
1018,300.4,312.78,1544.4,60.75,30,5.45,1.72,1,Power Failure
1019,303.7,317.14,1600.1,61.47,237,6.45,1.07,1,Tool Wear Failure
1020,295.32,308.94,1532.8,56.12,76,7.12,4.58,0,No Failure
1021,301.63,315.09,1480.6,90.0,28,6.77,3.92,0,No Failure
1022,297.82,308.5,1201.2,81.58,26,6.06,2.3,0,No Failure
1023,303.78,315.28,1862.7,42.3,173,5.51,2.96,0,No Failure
1024,304.23,316.02,1951.8,55.29,205,4.32,1.19,1,Power Failure
1025,303.97,317.99,1100.0,63.92,62,6.39,2.42,0,No Failure
1026,299.51,310.9,1244.0,56.98,5,7.52,5.42,0,No Failure
1027,303.19,314.24,1430.0,50.0,54,5.91,5.29,0,No Failure
1028,303.02,317.81,1258.9,71.14,14,7.8,6.98,1,Power Failure
1029,298.03,308.08,1626.5,52.66,25,3.67,4.57,0,No Failure
1030,302.87,317.86,1317.9,75.32,104,4.12,3.15,1,Power Failure
1031,295.35,308.74,2041.3,61.11,55,6.53,4.41,1,Power Failure
1032,300.66,314.81,1797.6,69.79,124,5.82,0.88,0,No Failure
1033,297.19,308.66,1553.1,52.41,61,7.08,4.18,0,No Failure
1034,296.15,306.22,1756.7,61.62,226,5.48,4.68,1,Tool Wear Failure
1035,295.73,309.42,1776.5,62.8,217,4.46,2.39,1,Tool Wear Failure
1036,301.61,315.79,1359.0,60.08,136,5.24,2.59,0,No Failure
1037,298.23,311.93,1295.9,58.36,85,3.66,2.02,0,No Failure
1038,301.89,312.6,1519.5,77.7,91,4.15,2.33,0,No Failure
1039,295.62,309.39,1715.4,59.97,99,6.67,2.83,1,Power Failure
1040,298.0,311.84,1534.8,67.66,175,6.55,3.05,1,Overstrain Failure
1041,300.13,313.42,1105.8,61.66,108,5.94,1.21,0,No Failure
1042,302.51,316.34,1299.3,53.82,206,3.43,1.41,1,Tool Wear Failure
1043,298.03,312.26,1481.5,56.68,227,5.07,3.92,1,Overstrain Failure
1044,300.95,314.01,1481.1,61.14,81,4.03,3.26,0,No Failure
1045,303.42,313.86,1993.1,41.5,135,6.91,1.3,0,No Failure
1046,300.85,313.29,1153.5,68.83,23,4.8,2.25,0,No Failure
1047,297.21,307.6,1626.4,42.59,48,4.2,7.64,0,No Failure
1048,295.23,307.27,1872.3,43.35,99,5.54,0.5,0,No Failure
1049,303.27,315.3,2067.9,57.35,49,4.73,0.5,0,No Failure
1050,295.2,305.53,1398.9,70.06,210,7.28,0.5,1,Tool Wear Failure
1051,303.31,315.05,1622.9,55.62,38,4.62,9.62,1,Power Failure
1052,300.02,310.58,1642.4,48.97,109,3.82,0.98,0,No Failure
1053,303.92,317.96,1548.9,50.75,145,2.92,1.93,0,No Failure
1054,302.59,317.33,1475.3,58.76,166,5.46,3.7,0,No Failure
1055,304.48,314.84,1609.0,66.27,92,4.83,3.53,0,No Failure
1056,298.33,313.11,1100.0,79.28,209,3.79,2.04,1,Tool Wear Failure
1057,302.29,314.9,1670.5,53.62,136,6.93,6.23,1,Power Failure
1058,298.82,310.32,1531.5,49.83,105,6.3,4.29,0,No Failure
1059,299.56,309.94,1444.4,65.79,16,5.47,1.46,1,Power Failure
1060,300.96,313.46,2011.7,43.53,112,7.14,1.03,1,Power Failure
1061,303.3,317.27,1331.3,60.19,197,6.3,2.8,1,Overstrain Failure
1062,304.35,317.88,1399.2,77.27,147,4.51,4.43,1,Power Failure
1063,302.3,312.55,1997.9,60.31,200,4.25,7.75,1,Power Failure
1064,298.97,309.33,1292.0,67.74,119,6.48,3.14,1,Power Failure
1065,299.0,311.02,1362.5,52.03,28,5.98,1.86,0,No Failure
1066,302.01,313.48,1463.2,64.85,3,5.7,5.86,0,No Failure
1067,297.27,308.43,1710.2,68.42,73,4.48,5.33,1,Power Failure
1068,296.05,307.45,1552.0,57.2,168,6.23,4.26,1,Power Failure
1069,298.37,312.39,1176.8,81.97,190,4.59,0.85,1,Overstrain Failure
1070,297.73,312.37,1367.0,77.59,71,5.38,1.94,1,Power Failure
1071,297.81,309.84,1348.2,81.67,119,7.24,2.15,1,Power Failure
1072,297.22,311.75,1480.7,65.44,101,4.71,4.26,0,No Failure
1073,295.4,307.01,1606.5,65.74,99,3.61,0.5,0,No Failure
1074,295.17,307.55,1604.6,74.05,56,4.24,1.82,0,No Failure
1075,304.38,315.51,1100.0,74.47,33,6.69,2.53,0,No Failure
1076,299.06,312.27,1766.0,51.67,47,5.81,2.09,0,No Failure
1077,298.65,313.55,1563.1,56.25,13,5.35,7.22,1,Power Failure
1078,301.46,314.47,1846.1,57.46,48,4.89,4.99,1,Power Failure
1079,297.07,308.86,1611.0,46.87,2,6.08,4.98,0,No Failure
1080,304.02,317.26,1775.3,55.06,151,4.48,1.71,1,Power Failure
1081,302.47,313.08,1616.6,70.63,76,5.87,2.85,1,Power Failure
1082,295.85,310.29,1836.6,33.36,234,4.62,1.19,1,Tool Wear Failure
1083,298.97,311.48,1630.6,74.73,46,4.42,1.22,1,Power Failure
1084,303.35,315.6,1475.5,73.71,83,4.74,5.02,1,Power Failure
1085,303.97,316.9,2068.1,46.04,86,5.05,4.46,0,No Failure
1086,299.44,312.56,1722.3,62.99,2,5.44,1.11,1,Power Failure
1087,300.83,311.19,1643.4,59.16,201,5.78,2.72,1,Tool Wear Failure
1088,296.59,310.0,1180.9,80.68,8,2.0,0.6,1,Power Failure
1089,304.42,315.63,1177.9,78.27,226,4.53,3.66,1,Tool Wear Failure
1090,297.2,310.77,1573.2,46.54,214,5.03,1.09,1,Tool Wear Failure
1091,303.96,318.07,1536.4,67.15,129,7.31,2.72,1,Power Failure
1092,301.17,315.19,1346.5,63.01,130,4.2,7.6,0,No Failure
1093,300.77,313.54,1535.2,62.12,157,5.7,0.96,1,Power Failure
1094,299.87,312.47,1897.2,46.78,93,7.29,3.23,0,No Failure
1095,297.19,307.91,1673.9,76.0,155,3.92,2.43,1,Power Failure
1096,296.68,310.55,1214.7,78.11,11,5.97,0.89,1,Power Failure
1097,297.09,308.45,1472.1,55.16,13,4.54,1.37,0,No Failure
1098,296.77,309.25,1298.8,52.68,110,4.89,3.43,0,No Failure
1099,302.41,313.83,1403.1,60.08,132,4.54,2.12,0,No Failure
1100,298.33,309.0,1396.6,68.41,213,4.62,6.36,1,Tool Wear Failure
1101,295.55,308.7,1380.6,66.79,25,8.77,3.55,1,Power Failure
1102,304.21,314.48,1186.2,80.81,197,6.51,1.03,1,Power Failure
1103,303.4,317.14,1468.1,70.54,50,6.82,4.58,0,No Failure
1104,303.81,315.4,1359.8,74.5,95,6.09,4.97,1,Power Failure
1105,304.45,314.45,1100.0,73.27,76,3.57,3.07,0,No Failure
1106,296.65,309.21,2013.2,37.84,96,5.97,3.76,0,No Failure
1107,298.76,309.0,1772.2,54.6,36,6.79,3.04,1,Power Failure
1108,302.2,313.58,1405.9,74.48,121,4.48,5.73,0,No Failure
1109,301.61,315.15,1504.7,61.39,192,6.66,5.28,1,Power Failure
1110,296.46,306.78,1207.1,72.89,106,6.35,0.59,1,Power Failure
1111,302.75,316.95,1923.9,50.33,118,7.72,0.53,0,No Failure
1112,297.13,307.15,1974.3,42.22,204,5.0,2.15,1,Tool Wear Failure
1113,297.13,308.36,1539.2,59.98,169,4.18,4.39,0,No Failure
1114,300.1,313.81,1755.9,59.97,118,5.07,5.59,1,Power Failure
